Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,sma50,sma200,sma50gtsma200,sma50ltsma200,sma50gtsma200co,sma50ltsma200co
2022-03-17 00:00:00+00:00,1559.88363980475,1595.18310546875,1551.2066654976538,1595.18310546875,6798420,0.0,0.0,1556.5153198242188,1440.9010827636719,True,False,True,False
2022-03-18 00:00:00+00:00,1594.5914864406948,1598.732823812522,1571.7157950428752,1587.4921875,27827914,0.0,0.0,1557.3159838867186,1442.4906762695311,True,False,False,False
2022-03-21 00:00:00+00:00,1584.7312318118193,1597.7466926601126,1580.3897577466146,1593.4083251953125,15169728,0.0,0.0,1557.9832543945313,1444.1126672363282,True,False,False,False
2022-03-22 00:00:00+00:00,1600.7048653989941,1602.4798096933234,1587.492254152482,1599.521728515625,12697453,0.0,0.0,1558.381669921875,1445.6309826660156,True,False,False,False
2022-03-23 00:00:00+00:00,1597.155082192102,1604.6487995934224,1587.294852252705,1590.0556640625,9455739,0.0,0.0,1558.5055712890626,1447.0259289550781,True,False,False,False
2022-03-24 00:00:00+00:00,1585.520196320312,1610.1707140497645,1584.8595657429387,1602.8741455078125,8368134,0.0,0.0,1558.9787817382812,1448.4530493164064,True,False,False,False
2022-03-25 00:00:00+00:00,1600.5075613440092,1608.6206875573973,1592.8335411649093,1600.902099609375,10937862,0.0,0.0,1559.2227978515625,1449.8515338134766,True,False,False,False
2022-03-28 00:00:00+01:00,1605.2405492146331,1629.1022277259415,1599.7188058980257,1617.07275390625,12099004,0.0,0.0,1558.4968041992188,1451.2858123779297,True,False,False,False
2022-03-29 00:00:00+01:00,1621.214059135059,1640.5401020422016,1608.9874350131258,1618.4532470703125,7682899,0.0,0.0,1557.9262158203126,1452.6396893310548,True,False,False,False
2022-03-30 00:00:00+01:00,1611.1566888742825,1637.5820312499998,1606.0530219789603,1637.58203125,8657581,0.0,0.0,1558.412021484375,1454.0901477050782,True,False,False,False
2022-03-31 00:00:00+01:00,1631.0741461079795,1643.4980382727051,1624.1719970703127,1624.1719970703125,7871617,0.0,0.0,1559.2066284179687,1455.5298815917968,True,False,False,False
2022-04-01 00:00:00+01:00,1628.116321445316,1638.9427050394743,1623.3832959519127,1633.4407958984375,5346538,0.0,0.0,1559.9813720703125,1457.0553869628907,True,False,False,False
2022-04-04 00:00:00+01:00,1643.8925654257976,1645.290655153579,1625.3553605170525,1629.69384765625,4959718,0.0,0.0,1561.312392578125,1458.65697265625,True,False,False,False
2022-04-05 00:00:00+01:00,1643.1038144056276,1683.7554768865593,1635.0737295244653,1679.98095703125,7342658,0.0,0.0,1563.6530297851561,1460.4424035644531,True,False,False,False
2022-04-06 00:00:00+01:00,1671.5011032865368,1700.687255859375,1669.3317403103165,1700.687255859375,12205858,0.0,0.0,1566.0708837890625,1462.3229174804687,True,False,False,False
2022-04-07 00:00:00+01:00,1714.4916450655076,1721.419364387853,1700.2929270552922,1716.660888671875,12399061,0.0,0.0,1567.8555712890625,1464.272973022461,True,False,False,False
2022-04-08 00:00:00+01:00,1725.53494170026,1754.9183637451642,1723.1684290536812,1753.735107421875,10939703,0.0,0.0,1570.768994140625,1466.3708489990233,True,False,False,False
2022-04-11 00:00:00+01:00,1746.2413844676096,1763.0037641346546,1742.6917349929638,1758.8624267578125,8259490,0.0,0.0,1574.1334887695311,1468.4737091064453,True,False,False,False
2022-04-12 00:00:00+01:00,1750.7771406177048,1764.5814392276673,1737.5644104253054,1758.8624267578125,9383790,0.0,0.0,1577.4747534179687,1470.605670776367,True,False,False,False
2022-04-13 00:00:00+01:00,1755.1154497742862,1776.4135848829922,1744.860920464696,1756.2987060546875,7744695,0.0,0.0,1580.6524365234375,1472.637509765625,True,False,False,False
2022-04-14 00:00:00+01:00,1747.819079613106,1761.4261092502372,1738.5109876329532,1748.21337890625,12155727,0.0,0.0,1584.0827734375,1474.6298602294921,True,False,False,False
2022-04-19 00:00:00+01:00,1733.6204484435027,1743.4806794099711,1719.776719056096,1735.0008544921875,14631398,0.0,0.0,1587.1249389648438,1476.581494140625,True,False,False,False
2022-04-20 00:00:00+01:00,1728.0985557860965,1732.634311823197,1709.7586209675565,1716.4635009765625,9085719,0.0,0.0,1589.7343994140624,1478.4319934082032,True,False,False,False
2022-04-21 00:00:00+01:00,1723.9572422084445,1725.7321864105797,1711.3362000591792,1720.4075927734375,13886441,0.0,0.0,1592.3143090820313,1480.2890704345702,True,False,False,False
2022-04-22 00:00:00+01:00,1723.3657437393954,1726.5210940182437,1714.0596828310304,1717.6468505859375,7666762,0.0,0.0,1595.284345703125,1482.1839752197266,True,False,False,False
2022-04-25 00:00:00+01:00,1695.9544813359626,1718.632905188846,1680.76977571988,1714.885986328125,7230286,0.0,0.0,1597.8080395507814,1484.0218933105468,True,False,False,False
2022-04-26 00:00:00+01:00,1728.690272662696,1737.9037332685898,1712.136034216778,1730.0706787109375,11815315,0.0,0.0,1601.0536572265626,1485.9188360595704,True,False,False,False
2022-04-27 00:00:00+01:00,1725.5349773238977,1786.6682158377464,1721.9853277653801,1771.8779296875,12383400,0.0,0.0,1606.0686987304687,1487.999469604492,True,False,False,False
2022-04-28 00:00:00+01:00,1768.7227366127595,1786.4711042682977,1756.2988434084914,1785.0906982421875,9401818,0.0,0.0,1610.8329516601561,1490.176206665039,True,False,False,False
2022-04-29 00:00:00+01:00,1774.6387416808723,1791.5983908775856,1760.834562229375,1771.8779296875,12209297,0.0,0.0,1615.7550537109375,1492.4314489746093,True,False,False,False
2022-05-03 00:00:00+01:00,1741.5085730683504,1769.708740234375,1740.7197354790867,1769.708740234375,15741379,0.0,0.0,1620.5640673828125,1494.593233642578,True,False,False,False
2022-05-04 00:00:00+01:00,1760.045750706992,1767.3423190655958,1742.1001140306298,1746.438720703125,5749999,0.0,0.0,1625.151650390625,1496.6884228515626,True,False,False,False
2022-05-05 00:00:00+01:00,1743.6777984064574,1768.3283156468665,1743.0862299630344,1755.7071533203125,6328592,0.0,0.0,1630.0330322265625,1498.8374645996093,True,False,False,False
2022-05-06 00:00:00+01:00,1758.4680044641652,1762.4120727041682,1735.3951634405262,1744.269287109375,12120666,0.0,0.0,1634.7592309570311,1500.9227465820313,True,False,False,False
2022-05-09 00:00:00+01:00,1739.5365609320545,1742.1001038147215,1710.5475568041581,1712.51953125,6075829,0.0,0.0,1638.5522509765624,1502.8689929199218,True,False,False,False
2022-05-10 00:00:00+01:00,1713.9000903288718,1727.6067707086345,1699.11171551091,1720.9993896484375,8681902,0.0,0.0,1643.2851489257812,1504.8275982666016,True,False,False,False
2022-05-11 00:00:00+01:00,1720.9993986897864,1722.9161712810546,1693.193650229223,1715.6748046875,20030261,0.0,0.0,1646.7559399414063,1506.8356195068359,True,False,False,False
2022-05-12 00:00:00+01:00,1696.5459578318842,1702.4621200313568,1679.192009497042,1689.2493896484375,17060260,0.0,0.0,1650.06501953125,1508.7143298339843,True,False,False,False
2022-05-13 00:00:00+01:00,1706.9979367488024,1736.3812406865543,1698.7153810667592,1730.8594970703125,16689497,0.0,0.0,1654.2141918945313,1510.7898254394531,True,False,False,False
2022-05-16 00:00:00+01:00,1728.2958747839623,1773.25830078125,1722.5768622915448,1773.25830078125,15006679,0.0,0.0,1659.1087939453125,1513.05478515625,True,False,False,False
2022-05-17 00:00:00+01:00,1770.8918401533783,1770.8918401533783,1748.4105682688612,1761.228759765625,5513984,0.0,0.0,1664.2400366210939,1515.206088256836,True,False,False,False
2022-05-18 00:00:00+01:00,1758.2708258305784,1780.6149297111256,1744.6636771165163,1745.4525146484375,16505384,0.0,0.0,1669.7932983398437,1517.2325109863282,True,False,False,False
2022-05-19 00:00:00+01:00,1741.8400296974555,1749.4080175351453,1704.7966255428348,1724.3140869140625,14193236,17.5,0.0,1675.0145068359375,1519.1260180664062,True,False,False,False
2022-05-20 00:00:00+01:00,1740.645127768392,1764.5440742993976,1734.4712272144402,1756.5777587890625,17559925,0.0,0.0,1680.3958666992187,1521.1799041748047,True,False,False,False
2022-05-23 00:00:00+01:00,1776.6926958300846,1777.8876793061768,1754.9843723575034,1774.501953125,15112332,0.0,0.0,1685.3863354492187,1523.283984375,True,False,False,False
2022-05-24 00:00:00+01:00,1756.37845941186,1784.6590109996948,1755.220400599373,1774.501953125,20020484,0.0,0.0,1690.6647216796875,1525.414348754883,True,False,False,False
2022-05-25 00:00:00+01:00,1781.074278939373,1782.4683660702008,1765.7390791625835,1767.531494140625,14289938,0.0,0.0,1695.51578125,1527.4535357666016,True,False,False,False
